,delta1_4,delta1_5,delta1_6,delta1_7,delta1_8,delta1_9,delta1_10,delta1_11,delta1_12,deltav4,deltav5,deltav6,deltav7,deltav8,deltav9,deltav10,deltav11,deltav12,0,1,2,3,4,5,6,7,8
0,0.028639112,0.002745637,0.2774491,0.0027016795,0.031892095,0.010723925,0.02269046,0.3528374,0.028193371,0.018813258,0.0014140207,0.022541359,0.0012799982,0.0041763866,0.01414382,0.010127739,0.0581246,0.0078425165,0.03128243,0.038517617,0.0,5.4805576e-05,0.0,0.0,0.006739689,0.0,0.027068952
